episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,A3_given,A3_received,A3_reward_env,A3_reward_total,A3_waste_cleared,A3_r_riverside,A3_r_beam,A3_r_cleared,A3_share_0,time,reward_env_total
35000,17500,748293,0.00e+00,0.00e+00,3.50e-01,3.50e-01,4.80,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,8.50e-01,8.50e-01,0.80,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,1.12e+00,1.12e+00,0.70,0.00e+00,0.00e+00,0.00e+00,3.00e-01,9261,2.33e+00
36000,18000,769187,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.90,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.20,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,1.55e+00,1.55e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,9511,2.15e+00
37000,18500,789444,0.00e+00,0.00e+00,5.00e-01,5.00e-01,6.60,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,1.68e+00,1.68e+00,0.20,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,1.73e+00,1.73e+00,0.00,0.00e+00,0.00e+00,0.00e+00,6.00e-01,9762,3.90e+00
38000,19000,809995,0.00e+00,0.00e+00,2.50e-01,2.50e-01,4.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,3.75e-01,3.75e-01,0.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,1.20e+00,1.20e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,10012,1.82e+00
39000,19500,830889,0.00e+00,0.00e+00,4.00e-01,4.00e-01,2.90,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,8.50e-01,8.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,10263,1.65e+00
40000,20000,852861,0.00e+00,0.00e+00,1.00e-01,1.00e-01,3.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,2.75e-01,2.75e-01,0.20,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,6.25e-01,6.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,10515,1.00e+00
41000,20500,873608,0.00e+00,0.00e+00,2.50e-01,2.50e-01,3.50,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,7.50e-01,7.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,5.25e-01,5.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,10766,1.52e+00
42000,21000,894012,0.00e+00,0.00e+00,1.50e-01,1.50e-01,1.50,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,2.50e-01,2.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,4.75e-01,4.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,11016,8.75e-01
43000,21500,913338,0.00e+00,0.00e+00,1.00e-01,1.00e-01,0.40,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,5.00e-02,5.00e-02,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,1.25e-01,1.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,11266,2.75e-01
44000,22000,933840,0.00e+00,0.00e+00,3.00e-01,3.00e-01,4.70,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,8.25e-01,8.25e-01,0.50,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,6.25e-01,6.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,11516,1.75e+00
45000,22500,954391,0.00e+00,0.00e+00,2.50e-01,2.50e-01,3.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,1.50e-01,1.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,7.25e-01,7.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,11767,1.12e+00
46000,23000,973766,0.00e+00,0.00e+00,2.00e-01,2.00e-01,2.60,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,1.50e-01,1.50e-01,0.90,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,1.88e+00,1.88e+00,0.00,0.00e+00,0.00e+00,0.00e+00,5.00e-01,12017,2.23e+00
47000,23500,994513,0.00e+00,0.00e+00,5.00e-02,5.00e-02,4.20,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,7.50e-02,7.50e-02,0.10,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,12268,8.25e-01
48000,24000,1014280,0.00e+00,0.00e+00,3.50e-01,3.50e-01,0.90,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,4.75e-01,4.75e-01,1.70,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,9.50e-01,9.50e-01,0.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,12519,1.77e+00
49000,24500,1032871,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.80,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,2.00e-01,2.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,4.50e-01,4.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,12769,9.50e-01
50000,25000,1053569,0.00e+00,0.00e+00,4.00e-01,4.00e-01,1.40,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,2.00e-01,2.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,13019,1.20e+00
